title,body,label
نام خیابان سهروردی شمالی به شهید جورج فلوید تغییر کرده است,"این روزها در شبکه‌های اجتماعی فارسی‌زبان مثل اینستاگرام و توییتر، گفته می‌شود خیابان سهروردی شمالی در تهران به نام «پورن استار شهید جورج فلوید» نام‌گذاری شده است.
حساب اینستاگرامی royalcouncilofiran با بیش از ۲۰۰هزار دنبال‌کننده درباره این عکس نوشته: «تغییر نام خیابان سهرودی شمالی به خیابان پورن استار شهید جورج فلوید!

البته که به جای خندیدن باید گریست به حال این کشوری که در چنگال این بیسوادان قداره کش گرفتار شده است. آن از رئیس جمهور شش کلاسه و این از شهردار منطقه هفت تهران که هنوز معنی کلمه پورن استار را که نمیداند هیچ، یک خیابان را به نام یک ستاره فیلمهای مستهجن تغییر نام میدهد. شایان ذکر است برای تغییر نام یک خیابان چندین مرجع و مسئول منجمله شهردار منطقه ملزم به تصدیق و امضای فرمهای مربوطه هستند.»
به همراه این گفته، عکسی منتشر شده که به نظر می‌رسد در آن فردی در حال نصب تابلوی خیابانی به نام جورج فلوید است.",1
تداوم رگبار و رعد و برق در برخی نقاط کشور,رئیس مرکز ملی پیش‌بینی و مدیریت بحران مخاطرات وضع هوا از وقوع رگبار و رعد و برق در برخی استان‌ها خبر داد.به گزارش ایسنا، صادق ضیاییان درباره شرایط جوی کشور اظهار کرد: دوشنبه و سه‌شنبه (۲۹ و ۳۰ خرداد) در شمال استان‌های آذربایجان‌شرقی و اردبیل همچنین در غرب سواحل دریای خزر در ساعات بعد از ظهر رگبار باران، گاهی رعد و برق و وزش باد پیش‌بینی می‌شود.وی افزود: طی روز چهارشنبه (۳۱ خرداد) علاوه بر این مناطق در شمال آذربایجان غربی، شرق سواحل دریای خزر و ارتفاعات البرز مرکزی نیز ابرناکی، رگبار باران، وزش باد شمالی همراه با کاهش موقتی دما پیش‌بینی می‌شود.به گفته رئیس مرکز ملی پیش‌بینی و مدیریت بحران مخاطرات وضع هوا پنجشنبه ( اول تیر) فقط در شمال استان‌های آذربایجان غربی، آذربایجان شرقی، اردبیل و گیلان ابرناکی و بارش پراکنده رخ می‌دهد.وی ادامه داد: جمعه(۲ تیر) در غالب مناطق کشور جوی آرام و پایدار حاکم می‌شود البته طی امروز و فردا به‌ویژه در ساعات بعد از ظهر و اوایل شب برای جنوب سیستان و بلوچستان و شرق هرمزگان افزایش ابر، گاهی رگبارو رعدوبرق و وزش باد انتظار می‌رود.ضیاییان در ادامه گفت: طی سه روز آینده در نواحی شمال شرق، شرق به‌ویژه در منطقه زابل و جنوب غرب کشور افزایش سرعت باد و در نواحی مستعد گردوخاک و کاهش کیفیت هوا انتظار می‌رود.وی افزود: امروز برای مناطقی از نوار غربی کشور وزش باد همراه با نفوذ گردوخاک از کشور همسایه عراق سبب کاهش کیفیت هوا و کاهش دید می‌شود.ضیاییان در ادامه گفت: از امروز تا پنجشنبه غرب خلیج فارس و شرق دریای عمان و روزهای دوشنبه تا چهارشنبه دریای خزر مواج خواهند بود.رئیس مرکز ملی پیش‌بینی و مدیریت بحران مخاطرات وضع هوا درباره وضعیت جوی تهران طی دو روز آینده نیز اظهار کرد: آسمان تهران فردا ( ۳۰ خرداد) صاف تا کمی ابری و گاهی وزش باد با حداقل دمای ۲۳ و حداکثر دمای ۳۸ درجه سانتیگراد و روز چهارشنبه ( ۳۱ خرداد) صاف تا کمی ابری و گاهی وزش باد با حداقل دمای ۲۵ و حداکثر دمای ۳۷ درجه سانتیگراد پیش‌بینی می‌شود.ضیائیان در پایان گفت: طی امروز و فردا (۲۹ و ۳۰ خرداد) اهواز با دمای ۴۶ درجه سانتیگراد گرم‌ترین و شهر کرد با دمای ۷ درجه سانتیگراد خنک‌ترین مراکز استان کشور هستند.,0
از بودجه ۹۷ میلیارد دلاری شهرداری تهران در زمان قالیباف کل مبلغ تخلفات ۸۴۲ میلیون دلار است.,"عبدالرضا داوری، مدیر موسسه مطالعات اقتصادی و اجتماعی آیین ایرانیان و قائم مقام خبرگزاری ایرنا در دولت محمود احمدی‌نژاد، اخیرا در واکنش به فایل صوتی منتشر شده از گفت‌وگوی فرماندهان پیشین سپاه درباره تخلفات هلدینگ یاس و ارتباط آن با محمدباقر قالیباف شهردار وقت تهران توییتی منتشر کرد که در آن با مقایسه بودجه شهرداری تهران و تخلفات منتسب به شهرداری در دوره کاری آقای قالیباف نتیجه‌گرفته است که این تخلفات در مقایسه با مجموع منابع شهرداری ناچیز بوده است.
۱- بودجه شهرداری تهران در کل دوران ۱۲ ساله قالیباف، حدود ۹۷ میلیارد دلار است.
۲- کل مبلغ تخلفات در زیرمجموعه‌های شهرداری تهران طی این دوره ۱۲ ساله، شامل پرونده گروه یاس، ۸۴۲ میلیون دلار است.
یعنی از هر ۱۰۰۰ دلار هزینه در شهرداری قالیباف، ۹۹۳ دلار بدرستی صرف توسعه پایتخت شده است.",1
دبیرکل ناتو: از سوئد و فنلاند حمایت خواهیم کرد,"به گزارش «تابناک» به نقل از خبرگزاری ""اسپوتنیک"" روسیه، استولتنبرگ که در یک کنفرانس امنیتی در شهر ""سالین"" سوئد سخن می گفت، افزود که ناتو از زمانی که سوئد و فنلاند درخواست عضویت خود را به این سازمان داده اند، استقرار نیروهای خود در این دو کشور را افزایش داده است.وی گفت: همچنان که سوئد و فنلاند در حال حاضر در نشست ناتو مشارکت دارند و در همکاری نظامی نیز ادغام شده‌اند و گمان نمی کنم که اگر امنیت این دو کشور تهدید شود، ناتو دست بسته باشد.وی ادامه داد: از مجموع ۳۰ کشور از متحدان ناتو، ۲۸ کشور پرتکل پیوستن سوئد و فنلاند را به این سازمان امضا کرده‌اند.سوئد و فنلاند به دنبال حمله روسیه به اوکراین در ۱۸ می ۲۰۲۲، درخواست عضویت در ناتو را ارائه کرده اند.اولف کریسترسن نخست وزیر سوئد پیش از این در کنفرانس ملت و دفاع ملی این کشور فاش کرد که مقامات ترکیه‌ای شروطی را مطرح کرده اند که عضویت سوئد در ناتو را به امری غیرممکن تبدیل می کند.آنکارا این دو کشور را زیر فشار شدید گذاشته است که در مقابل موافقت با پیوستن آنها به ناتو دست به اقداماتی بزنند، در همین راستا، سوئد سوم دسامبر (اواسط آذرماه) یک عضو حزب کارگران کردستان (پ. ک.ک) که آنکارا آن را یک گروه تروریستی می داند، به ترکیه عودت داده است.ترکیه، فنلاند و سوئد را متهم می کند که محل امنی را برای گروه‌های کرد فراهم کرده است، که آنکارا آنها را گروه‌های تروریستی می داند.براساس اعتقاد ترکیه، با وجود امضای یادداشت تفاهم در این خصوص که ژوئن گذشته در مادرید اسپانیا امضا شد، مانع تراشی سوئد و فنلاند در این زمینه، عضویت آنها در ناتو را با مشکل روبه رو کرده است.",0
مدیر ملی پروژه جمعیت در وزارت بهداشت منصوب شد,وزیر بهداشت در حکمی، دکتر ساره محمدی مشاور امور زنان و خانواده خود را به عنوان مدیر ملی پروژه جمعیت در وزارت بهداشت، منصوب کرد.بنابر اعلام وبدا، در متن حکم وزیر بهداشت خطاب به دکتر ساره محمدی - مشاور امور زنان و خانواده وزارت بهداشت آمده است:«بدین وسیله به عنوان مدیر ملی پروژه جمعیت در وزارت بهداشت، درمان و آموزش پزشکی منصوب می‌شوید. امید است با اتکال به خداوند و بهره‌گیری از کلیه ظرفیت‌های موجود درون و بیرون از مجموعه در انجام امور محوله مؤید باشید. اهم انتظارات از سرکار عالی به شرح زیر است:۱-پیر شدن جمعیت کشور و گرایش رشد آن به سمت کاهش، موجبات نگرانی دلسوزان نظام را فراهم نموده بحدی که از دغدغه‌های مداوم مقام معظم رهبری(مد ظله العالی) است. لذا ضروریست تلاش نمائید تا در مجموعه وزارت بهداشت، درمان و آموزش پزشکی با جلب مشارکت کلیه مدیران ارشد و معاونین محترم اهمیت موضوع تبیین و از همکاری کلیه عزیزان دلسوز بهره مند شوید.۲-یافته‌ها و شاخص‌های اعلام شده جمعیتی کشور نیازمند بازنگری و راستی آزمائی مجدد است؛ لذا ضرورت دارد با همکاری مرکز ملی تحقیقات سلامت که از قبل با رییس محترم آن مرکز مطرح کرده‌ام و دیگر مراکز علمی و تحقیقاتی صاحب نظر کشور شاخص‌ها و آمار موجود را واکاوی و اعلام نمائید.۳-توسعه و تجهیز مراکز درمان ناباروری جهت خدمت رسانی به زوج‌هایی که مشتاق فرزندآوری هستند، ولی به دلیل مشکلات جسمی و یا روحی نیازمند معالجه می‌باشند مورد توجه ویژه قرار گیرد.۴-سیاست‌های تشویقی فرزندآوری برای زوج هائی که بدلائل مختلف از داشتن فرزند امتناع می‌ورزند و آنها که تک فرزند می‌باشند به داشتن فرزند دوم باید در اولویت قرار گیرد.۵-برگزاری جلسات بین بخشی جهت توسعه زیرساخت‌های کشور متناسب با افزایش آهنگ رشد جمعیت نیز از مواردی است که لازم است پیگیری شود.بدیهی است در صورتی که آهنگ رشد جمعیت از سرعت توسعه زیرساخت‌های آموزش، بهداشت، اشتغال و رفاه اجتماعی سریع‌تر باشد در دراز مدت می‌تواند نتیجه نامطلوب داشته باشد.انتظار می‌رود گزارش هفتگی از پیشرفت کار به اینجانب ارائه شود.توفیق سرکار عالی را در این خدمت ارزشمند از خداوند بزرگ مسئلت دارم.»,0
رابرت اف کندی: آمریکا داعش را ایجاد کرد,"به گزارش گروه بین‌الملل خبرگزاری فارس، «رابرت اف کندی» برادر زاده «جان اف کندی» رئیس جمهور سابق آمریکا روز چهارشنبه رسماً نامزدی خود را برای انتخاب شدن به عنوان نماینده حزب دموکرات در انتخابات ریاست‌جمهوری ۲۰۲۴ اعلام کرد. 

او از جمله مخالفان سرسخت واکسن کرونا بود و اینستاگرام در سال ۲۰۲۱ حساب کاربری او را به دلیل انتشار مطالب گمراه‌کننده درباره واکسن بست. 

وی طی اظهاراتی برای اعلام نامزدی خود برای انتخابات ریاست جمهوری آمریکا گفت که پلیس آمریکا فاسد بوده و این واشنگتن بوده که گروه تروریستی داعش را ایجاد کرده است.

کندی همچنین گفت که طبقه متوسط آمریکا در پی اقدامات دولت‌های گذشته آمریکا ویران شده است.

وی در سخنرانی اعلام نامزدی برای انتخابات ریاست جمهوری گفت: «پلیس فاسد است، ما داعش را ایجاد کردیم. ما 2 میلیون آواره را روانه اروپا کردیم و زمینه ساز بی ثباتی دموکراسی در آنجا شدیم که منجر به برگزیت شد. این هزینه جنگ عراق است. 8 هزار میلیارد دلار در آنجا خرج کردیم و 16 هزار میلیارد دلار برای تعطیلی‌های کرونایی هزینه کردیم و در مجموع 24 هزار میلیارد دلار خرج شد و هیچ حاصلی نداشت جز ویران شدن طبقه متوسط در آمریکا. ما باید به این وضعیت خاتمه دهیم».

وی ادامه داد: «راهبرد ما در این کشور همواره استفاده از تسلیحات نظامی برای نمایش قدرت بوده است استفاده از ارتش برای نمایش قدرت در سراسر جهان. اما چینی‌ها کار متفاوتی کرده‌اند آنها فلسفه و راهبرد عمومی من را اتخاذ کردند ما هشت هزار میلیارد دلار خرج کردیم تا پل‌ها، بنادر، جاده‌ها و بیمارستان‌ها را بمباران کنیم اما آنها هشت هزار میلیارد دلار برای ساخت پل‌ها، بنادر، جاده‌ها و بیمارستان‌ها هزینه کردند و آنها در حال گرفتن جای ما به عنوان شریک تجاری در اکثر کشورهای آفریقایی و آمریکای لاتین هستند. برزیل همین اواخر از دلار به ارز چین روی آورد. عربستان نیز همین کار را کرد».",1
گسترش همکاری دانشگاه فردوسی با سفیر صلح در جهان,رییس دانشگاه فردوسی مشهد و حسن کریمی طبسی، سفیر صلح جهان در 2018 تفاهم‌نامه‌ همکاری به منظور توسعه روابط علمی، فرهنگی، اجتماعی و اقتصادی با محوریت گسترش صلح جهانی امضا کردند.به گزارش ایسنا، دکتر محمد کافی، در مراسم انعقاد تفاهم‌نامه با محسن کریمی طبسی، سفیر صلح جهان در 2018 در دانشگاه فردوسی مشهد، اظهار کرد: دانشگاه فردوسی مشهد دیپلماسی علمی را در سند راهبردی خود ماموریت جدی خود می‌داند و تلاش می‌کنیم از مفاخر، بزرگان و میراث بزرگ خراسان در این مرکز علمی پاسداری کنیم.وی، خطاب به محسن کریمی طبسی، کنسول افتخاری لیتوانی در تهران، اظهار کرد: شما بهترین بستر و ظرفیت برای دانشگاه فردوسی هستید که می‌توانید ما را به اهداف دیپلماسی علمی برسانید. ما در دانشگاه این آمادگی را داریم که به عنوان بازوی علمی و با استفاده از ظرفیت شبکه جامع دانشگاه‌های استان اهداف و پروژه‌های مشترکی را در کنار یکدیگر دنبال کنیم.رییس دانشگاه فردوسی با اعلام اینکه حدود 1400 دانشجوی خارجی در این دانشگاه تحصیل می‌کنند، افزود: ما نیازمند تعاملات بسیار نزدیک با دانشگاه‌های تراز اول دنیا هستیم و شما می‌توانید کمک کنید تا ما در مسیر دیپلماسی علمی به اهداف خود برسیم و ما نیز در هر برنامه‌ای که شما دارید، آماده‌ایم کمک کنیم که در ابعاد مختلف علمی به آن دست یابید.کافی بیان کرد: تاکنون ما تعاملاتی با دانشگاه‌های ورشوی لهستان و برخی کشورهای اروپایی داشته‌ایم و امیدواریم با همکاری شما این ارتباطات گسترده تر شود.وی اضافه کرد: حدود 3000 دانشجوی دکترا در دانشگاه فردوسی حضور دارند که هر کدام از آنان بر اساس ضوابط باید 6 ماه در دانشگاه‌های مطرح دنیا دوره‌های فرصت مطالعاتی بگذارنند و به‌عنوان نیروی کمکی در پروژه‌های پژوهشی این دانشگاه‌ها مشارکت کنند، اما حدود یکسال از زمان پذیرش تا صدور ویزای دانشجویان ما در آن کشور زمان می‌برد، لذا از شما خواستاریم کمک کنید تا این فرایند زمانی کاهش یابد.رییس دانشگاه فردوسی ادامه داد: در کل سال بیش از 100 دانشجوی دکتری را نمی‌توانیم به خارج کشور اعزام کنیم، برای پذیرش در دانشگاه‌های آسیایی که مشکلی وجود ندارد، در واقع دغدغه اصلی ما دانشگاه‌های اروپایی هستند.کافی با بیان اینکه دانشگاه‌های مطرح دنیا، دانشگاه‌هایی هستند که توانستند حمایت خیرین را جذب کنند و از دولت استقلال مالی یابند، تاکید کرد: ما این ظرفیت را داریم که پذیرای خیرین باشیم، چراکه اکنون علم است که جایگاه کشور را ارتقاء می‌دهد.,0
توییتر، اینستاگرام، تیک‌تاک‌ در فرانسه فیلتر شدند,"روزنامه ایران، ارگان رسمی دولت جمهوری اسلامی ایران، با انتشار تصویری خبری از خبرگزاری آسوشیتدپرس در توییتر مدعی شده که «توییتر، اینستاگرام، تیک‌تاک‌ در فرانسه فیلتر شدند». متن کامل توییت این روزنامه  به شرح زیر است:‌ 

«توییتر، اینستاگرام، تیک‌تاک‌ در ایران فیلتر شدند
ضدانقلاب: حکومت ایران دیکتاتور، مخالف آزادی بیان و ناقض حقوق‌بشر است# مهسا امینی.
توییتر، اینستاگرام، تیک‌تاک‌ در فرانسه فیلتر شدند
ضدانقلاب: فرانسه کشوری متمدن و حامی حقوق بشر است و اینگونه از سلامت روانی جامعه‌اش محافظت می‌کند»",1
همه‌ کشورهای دنیا روی فضای مجازیِ خودشان اِعمال مدیریت می‌کنند، ما فضای مجازی را ول کرده‌ایم.,متاسفانه در فضای مجازی کشور ما هم که آن رعایت‌های لازم با وجود این همه تاکیدی که من کردم صورت نمی‌گیرد و در یک جهاتی واقعا ول است، که بایستی آن کسانی که مسئول هستند حواسشان باشد. همه‌ کشورهای دنیا روی فضای مجازی خودشان دارند اعمال مدیریت می‌کنند، [در حالی که] ما افتخار می‌کنیم به اینکه ما فضای مجازی را ول کرده‌ایم! این افتخار ندارد. این به هیچ وجه افتخار ندارد. فضای مجازی را بایستی مدیریت کرد. از این امکان مردم استفاده کنند، برای مردم بلاشک وسیله آزادی است، خیلی هم خوب است اما نباید این وسیله را در اختیار دشمن گذاشت که بتواند علیه کشور و علیه ملت توطئه کند. دارند استفاده می‌کنند از این فضا و هدفشان هم همین است که با شیوه‌های روانی، مشارکت مردم را در انتخابات کاهش بدهند,1
جمعیت مهاجران افغانستانی در ایران ۱۰ تا ۱۵ میلیون نفر است.,"در شبکه‌های اجتماعی گفته می‌شود، جمعیت مهاجران افغانستانی در ایران به ۱۰ تا ۱۵ میلیون نفر رسیده است.

به عنوان مثال می‌توان توییت کاربری اشاره کرد که تا زمان نگارش این گزارش بیش از ۶۳۰ هزار بار دیده شده و در مقیاس بزرگی مورد توجه قرار گرفته است.",1
«ون‌های» گشت ارشاد به خیابان‌ها برنمی‌گردند.,"در روز دوشنبه ۲۶ تیر خبرگزاری تسنیم توییتی با این عنوان منتشر کرد: «ون‌های گشت ارشاد به خیابان‌ها برنمی‌گردند».

تسنیم در بخشی از توضیحات این خبر می‌نویسد: «در ۲۴ ساعت گذشته سؤالات بسیاری درباره نحوه اجرای این طرح در فضای مجازی مطرح شد که خبرنگار تسنیم این سوالات را از فرماندهان ارشد فراجا پیگیری کرد».",1
قصاص برای مردی که زنش را خفه کرد,مرد جوانی که در جریان مشاجره با همسرش او را خفه کرده بود پس از محاکمه در شعبه دهم دادگاه کیفری به قصاص محکوم شد و این حکم صبح دیروز مورد تأیید قضات دیوانعالی کشور قرار گرفت.به گزارش ایران، این جنایت 17 فروردین سال 95 با قتل زن جوانی به نام راحله در منطقه نظام‌آباد رخ داده بود. پدر مقتول که جسد او را پیدا کرده بود موضوع را به پلیس خبر داد. در پی این قتل کارآگاهان جنایی در محل جنایت حضور یافتند. نخستین بررسی‌ها نشان می‌داد زن 28 ساله با فشردن گلویش به قتل رسیده است و حدود 24 ساعت از وقوع قتل می‌گذرد و مأموران پی بردند از شوهرش خبری نیست.این مرد چند روز بعد دستگیر شد و به بازپرس گفت: من در یک پیک موتوری کار می‌کردم از ساعت 9 صبح تا 11 شب در آنجا مشغول کار بودم و هر روز ظهر زنم با من تماس می‌گرفت و می‌گفت از بیرون برایش غذا بخرم، روز وقوع قتل هم با من تماس گرفت و من برایش غذا خریدم.همیشه ظهرها به خانه می‌آمدم، کمی استراحت می‌کردم و بعد به سر کارم برمی‌گشتم؛ آن روز هم به منزل رفتم و او مشغول خوردن غذا شد. هنگام غذا خوردن گفت «نمی‌خواهی به سر کارت بروی؟» گفتم نیم ساعت دیگر می‌روم، بعد با تلفن‌ همراهش مشغول صحبت با مادرش شده بود که ناگهان عصبی شد و به من گفت «چرا نزد خانواده‌ام از من بدگویی کرده‌ای؟»، او قصد داشت به منزل برادرش برود که جلویش را گرفتم و ناگهان ویترین منزل را به زمین پرت کرد و آن را شکست. من در آن لحظات با دست راست گلویش و با دست چپ جلوی دهانش را گرفتم وقتی به خود آمدم نفس نمی‌کشید.پس از قتل با موتورم به ترمینال جنوب رفتم و حدود یک هفته در آنجا بودم و بعد هم در رستورانی به‌عنوان پیک‌ موتوری مشغول به کار شدم. شب‌ها در آنجا می‌خوابیدم که البته در این مدت خواب راحتی نداشتم تا اینکه سوار بر موتورسیکلت بودم که پلیس مرا متوقف کرد، پیاده فرار کردم اما پس از مسافتی بازداشت شدم.این متهم پس از اعتراف به قتل همسرش در شعبه دهم دادگاه کیفری محاکمه شد و در جریان دفاع از خود مدعی شد همسرش را بشدت دوست داشته و این اتفاق به خاطر مادرزنش رخ داده است.این متهم پس از محاکمه با حکم قضات به قصاص محکوم شد و این حکم را صبح دیروز قضات دیوانعالی تأیید کردند.,0
خطر ابتلا به هپاتیت C در خالکوبی,رییس شبکه کشوری هپاتیت با بیان اینکه سوراخ کردن پوست با یک سوزن به منظور خالکوبی یکی از راه‌های شناخته شده انتقال هپاتیت «سی» است، گفت: زنان باید توجه داشته باشند که گرچه انجام خالکوبی ابرو یا به اصطلاح (Tattoing) در جهت زیبایی چهره شما موثر است، اما آیا این اقدام را به به قیمت ابتلا به هپاتیت انجام می‌دهند؟ البته تاکید می‌کنم که در صورت رعایت بهداشت و استفاده از وسایل یکبار مصرف نباید نگران ابتلا به هپاتیت سی بود.به گزارش ایسنا، دکتر موید علویان با بیان اینکه انتقال ویروس هپاتیت «سی» به دنبال تماس جنسی در داخل خانواده شایع نیست، اظهارکرد: آمارهای موجود خطر کمتر از  پنج درصد را در این زمینه نشان می‌دهد. باید توجه کرد که میزان انتقال این ویروس در داخل خانواده به مدت ازدواج و مقدار ویروس موجود در خون فرد مبتلا بستگی دارد البته خطر انتقال جنسی در موارد تماس جنسی خارج از چارچوب خانواده و با افراد متعدد بیشتر است.علویان ادامه داد: باید توجه کرد که بحث از خطر انتقال هپاتیت در تماس‌های جنسی خانواده می‌تواند سبب نگرانی در خانواده‌ها شود و بر نحوه زندگی و معاشرت و روابط جنسی تاثیر بگذارد بنابراین باید این موضوع به درستی تبیین شود. داخل خانواده خطر انتقال هپاتیت بسیار ضعیف است و البته باید به دستورات بهداشتی هم توجه کرد. نوع تماس جنسی باید متعارف باشد. در عین حال خطر انتقال هپاتیت به سایر  اعضای خانواده بسیار ضعیف است. باید توجه داشت که جداسازی وسایل زندگی مانند قاشق و بشقاب ضروری نیست اما در زمینه وسائل شخصی مثل مسواک، ریش‌تراش، ناخن‌گیر، برس، حوله و کیسه حمام ضروری است.وی با بیان اینکه هیچ دلیلی مبنی بر  انتقال هپاتیت سی از راه خوراکی مثل غذای آلوده و یا آب آلوده وجود ندارد، گفت: نباید نسبت به خطر انتقال بیماری به دیگران حساسیت شدید نشان داد و خود را منزوی کرد و یا احساس گناه داشت و مرتب خود را سرزنش کرد. بهترین راه شناخت دقیق بیماری و راه‌های انتقال آن، اجرای دستورات بهداشتی و دوری از خرافات است.,0
روایت فرانخبه ۱۲ ساله ایرانی برای ساخت کلیه و اندام های بدن,"به گزارش گروه رسانه های خبرگزاری تسنیم، تنها 12 سال دارد اما بیان و نوع نگاهش بسیار بیشتر از سن و سالش نشان می‌دهد و افق‌های روشنی را در علم و دانش دنبال می‌کند. چنان صحبت می‌کند که اگر چهره کودکانه‌اش را نبینی، تصور می‌کنی با فردی بزرگسال و با تحصیلات دانشگاهی روبرو هستی اما به واقع او همان دختر نوجوانی است که به یکی از دانش‌های نوین ورود پیدا کرده و تلاش می‌کند با استفاده از این دانش، اندام‌های از دست رفته بدن را کشت کرده و بسازد.

بله! از دختر نوجوان فرا نخبه کشور می‌گوییم.«سارینا بابایی»؛ نوجوان مستعد و با اراده‌ای که در دوره کودکی شروع به نوشتن کتابچه‌های داستانی کرد و در 6 سالگی کتاب «حقوق شهروندی» را به نگارش درآورد. دوره ابتدایی را علی رغم داشتن ضریب هوشی بسیار بالا در مدرسه عادی تحصیل کرده و خود را مخالف مدارس خاص می‌داند و علاقه وافرش به علم و دانش به جایی رسیده است که وارد علم «بیونیک» که همان الهام گیری از طبیعت است شده و در پی ساخت کلیه و اندام‌های دیگر بدن از طریق این علم است.

نگارش سه عنوان کتاب در زمینه پزشکی، ارتباط علمی با دانشمندان دانشگاه هاروارد امریکا و پیشنهادات از چند کشور اروپایی برای ادامه تحصیل و همکاری، از جمله افتخارات اوست.

دانشی با عنوان«بیونیک» که هنوز در کشور به صورت رسمی وجود ندارد و این نوجوان با استعداد با استفاده از منابع خارجی و نظرات دانشمندان خارج از کشور سعی در پژوهش و تحقیق در آن دارد.

برای آشنایی با این دانش‌آموز محقق و برجسته در یکی از روزهای شهریورماه میزبان او بودیم و در یک گفتگوی مفصل با نظرات این نوجوان نخبه آشنا شدیم. آنچه در ادامه از نظرتان می‌گذرد مشروح این گفت‌وگوست.

«سارینا بابایی» دوازده ساله و متولد سال 85 ملایر هستم.البته اکنون در فردیس کرج زندگی می‌کنیم. پدرم دکترای روانشناسی و مادرم فوق لیسانس حقوق جزا و جرم‌شناسی دارد.",1
مردم باید سختی را تحمل کنند/ با تعداد کارمندان در ایران می‌توان کل آسیا را اداره کرد!,"مصطفی میرسلیم در گفت‌وگو با رویداد۲۴:
مردم باید سختی را تحمل کنند/ با تعداد کارمندان در ایران می‌توان کل آسیا را اداره کرد!
مصطفی میرسلیم عضو کمیسیون اصل ۹۰ مجلس می‌گوید: در حال حاضر در ایران، سه و نیم میلیون کارمند وجود دارد که در مقایسه با کشور‌های دیگر با این تعداد می‌توان، تمام آسیا را اداره کرد و با این شرایط مردم باید سختی را بپذیرند و تحمل کنند تا مقداری تولید در مسیر رونق قرار بگیرد.
مصطفی میرسلیم

خرید لوازم خانگی با اقساط ۲۴ ماهه، بدون ضامن، بدون پیش‌پرداخت
خرید قسطی
yektanet
رویداد۲۴ محمد آیتی: برخی کارشناسان معتقد هستند اصلاحات ساختاری که مدنظر بوده و چند سالی است که بر آن تاکید می‌شود، در لایحه بودجه سال ۱۴۰۱ کمتر مورد توجه قرار گرفته است، چراکه مهم‌ترین مسئله در اصلاح ساختار بودجه، اصلاح رابطه دولت و نفت است و از آنجایی که در بودجه سال آتی با وجود تحریم‌های حداکثری، فروش روزانه ۱.۲ میلیون بشکه نفت دیده است، می‌توان دریافت که اصلاحات بیشتر از آنکه واقعی باشد، ظاهری است؛ چون اصلاحی واقعی یعنی جدایی بودجه از نفت.

تو بیا، هزینه‌هات با من! | کارگزاری تدبیرگران فردا
تبلیغ
تو بیا، هزینه‌هات با من! | کارگزاری تدبیرگران فردا
ثبت نام کن!
yn-ad
سیدمصطفی میرسلیم نماینده تهران معتقد است اصلاح ساختاری بودجه کار مشکلی است. اگر قرار باشد اصلاح ساختاری بودجه انجام شود، باید به جای استفاده از نفت به سمت استفاده از مالیات رفت و برای اینکه بتوان مالیات دریافت کرد باید تولید رونق پیدا کند که از طریق افزایش تولید امکان دریافت مالیات به وجود بیاید.

وی به رویداد۲۴ گفت: با بودجه انقباضی نمی‌توان تولید را افزایش داد و این موضوع، سبب به وجود آمدن مشکل می‌شود که باید این چالش را برطرف کرد. در قدم اول، هیچ اشکالی ندارد که از نفت و سایر کالا‌های معدنی برای سرمایه‌گذاری، کار‌های عمرانی و افزایش تولید و اشتغال بهره برد و از این‌رو، نباید برای مصارف جاری و پرداخت حقوق کارکنان دولت از آن استفاده کرد.

ایران سه و نیم میلیون کارمند دارد
عضو کمیسیون اصل ۹۰ مجلس با اشاره به چاره‌اندیشی برای امور جاری و پرداخت حقوق کارکنان دولت، اظهار کرد: متاسفانه تعداد کارکنان دولت در دولت‌های قبل رو به افزایش رفته است، در حالی طبق پیش‌بینی‌های انجام شده در سیاست‌های برنامه ششم توسعه، این تعداد باید کاهش پیدا کند. در حال حاضر در ایران، سه و نیم میلیون کارمند وجود دارد که در مقایسه با کشور‌های دیگر با این تعداد می‌توان، تمام آسیا را اداره کرد.

میرسلیم با بیان اینکه دولت با یک دهم این تعداد از کارمند می‌تواند کار‌های فنی خود را با کیفیت خیلی خوب انجام دهد، تصریح کرد: این‌ها هزینه‌هایی است که گریبان دولت را گرفته است. همچنین دولت تعداد زیادی بازنشسته دارد که برای پرداخت حقوق آن‌ها از صندوق‌ها استفاده شده است. دولت‌های قبلی به طور عموم به صندوق‌های بازنشستگی دست برده‌اند و بازنشستگان نیز الان از دولت مطالبه دارند و دولت هم که نمی‌تواند آن مبالغ را پرداخت کند به ناچار حقوق بازنشستگان را در بودجه لحاظ می‌کند.

نماینده تهران در ادامه گفت: این رویکرد، فاجعه است و نمی‌دانند که چه کاری انجام دهند، در حالی که حقوق بازنشستگان به صندوق‌ها رفته و حق آن‌ها است که الان آن را دریافت کنند، به همین‌رو این‌ها مشکلاتی است که وجود دارد و باید برطرف شود؛ بنابراین اصلاحات ساختاری مثل یک جراحی می‌ماند که اگر دولت بخواهد در این جراحی موفق شود، باید همه با هم همکاری کنند.",1
امروز تورم قریب به ۶۰ درصدی [در دولت قبل] به ۴۶ درصد رسیده است.,ابراهیم رئیسی، رئیس‌جمهوری ایران روز سه‌شنبه هفتم شهریورماه ۱۴۰۱ در سومین نشست خود با خبرنگاران داخلی و خارجی به مناسبت هفته دولت گفت:« امروز تورم قریب به ۶۰ درصدی [در دولت قبل] به ۴۶ درصد فعلی و قبل از آن به ۴۰ درصد رسیده بود.»,1
